Station,Date,Time,H2S
104,1/1/2009,20:00,1.55942
104,1/1/2009,20:20,1.06244
104,1/1/2009,20:40,0.92495
104,1/1/2009,21:00,0.65756
104,1/1/2009,21:20,0.64365
104,1/1/2009,21:40,0.7295
104,1/1/2009,22:00,1.26177
104,1/1/2009,22:20,1.43539
104,1/1/2009,22:40,1.60223
104,1/1/2009,23:00,1.46388
104,1/1/2009,23:20,1.35924
104,1/1/2009,23:40,1.37824
104,1/2/2009,0:00,1.17686
104,1/2/2009,0:20,0.7537
104,1/2/2009,0:40,1.01403
104,1/2/2009,1:00,1.05231
104,1/2/2009,1:20,1.20094
104,1/2/2009,1:40,2.73266
104,1/2/2009,2:00,8.35902
104,1/2/2009,2:20,4.66449
104,1/2/2009,2:40,7.43568
104,1/2/2009,3:00,21.99614
104,1/2/2009,3:20,2.68541
104,1/2/2009,3:40,1.25136
104,1/2/2009,4:00,1.14289
104,1/2/2009,4:20,0.84414
104,1/2/2009,4:40,0.79681
104,1/2/2009,5:00,0.92508
104,1/2/2009,5:20,0.98865
104,1/2/2009,5:40,0.73039
104,1/2/2009,6:00,0.87307
104,1/2/2009,6:20,1.18919
104,1/2/2009,6:40,0.96681
104,1/2/2009,7:00,0.83629
104,1/2/2009,7:20,0.9586
104,1/2/2009,7:40,0.99228
104,1/2/2009,8:00,0.92565
104,1/2/2009,8:20,1.17003
104,1/2/2009,8:40,1.55606
104,1/2/2009,9:00,1.59982
104,1/2/2009,9:20,1.02476
104,1/2/2009,9:40,2.26239
104,1/2/2009,10:00,1.64029
104,1/2/2009,10:20,1.50868
104,1/2/2009,10:40,1.51681
104,1/2/2009,11:00,1.82921
104,1/2/2009,11:20,1.38572
104,1/2/2009,11:40,1.18176
104,1/2/2009,12:00,0.83368
104,1/2/2009,12:20,0.94623
104,1/2/2009,12:40,0.91521
104,1/2/2009,13:00,1.10635
104,1/2/2009,13:20,1.16041
104,1/2/2009,13:40,1.04129
104,1/2/2009,14:00,1.08206
104,1/2/2009,14:20,1.29389
104,1/2/2009,14:40,1.24219
104,1/2/2009,15:00,1.32568
104,1/2/2009,15:20,1.21632
104,1/2/2009,15:40,1.34631
104,1/2/2009,16:00,1.40884
104,1/2/2009,16:20,1.18416
104,1/2/2009,16:40,1.29564
104,1/2/2009,17:00,1.22435
104,1/2/2009,17:20,1.27411
104,1/2/2009,17:40,1.56513
104,1/2/2009,18:00,1.6625
104,1/2/2009,18:20,1.72777
104,1/2/2009,18:40,1.4405
104,1/2/2009,19:00,1.29387
104,1/2/2009,19:20,1.728
104,1/2/2009,19:40,1.74051
104,1/2/2009,20:00,1.90835
104,1/2/2009,20:20,1.72634
104,1/2/2009,20:40,2.14687
104,1/2/2009,21:00,1.45154
104,1/2/2009,21:20,2.21106
104,1/2/2009,21:40,2.44991
104,1/2/2009,22:00,4.52337
104,1/2/2009,22:20,5.61984
104,1/2/2009,22:40,2.03395
104,1/2/2009,23:00,1.13771
104,1/2/2009,23:20,1.27755
104,1/2/2009,23:40,1.04191
104,1/3/2009,0:00,2.30055
104,1/3/2009,0:20,2.87195
104,1/3/2009,0:40,1.99634
104,1/3/2009,1:00,2.76094
104,1/3/2009,1:20,3.34548
104,1/3/2009,1:40,2.37183
104,1/3/2009,2:00,3.86602
104,1/3/2009,2:20,4.61219
104,1/3/2009,2:40,1.93671
104,1/3/2009,3:00,1.99846
104,1/3/2009,3:20,2.04767
104,1/3/2009,3:40,1.85123
104,1/3/2009,4:00,3.52844
104,1/3/2009,4:20,4.59906
104,1/3/2009,4:40,4.06623
104,1/3/2009,5:00,4.68081
104,1/3/2009,5:20,2.3925
104,1/3/2009,5:40,2.89875
104,1/3/2009,6:00,2.69269
104,1/3/2009,6:20,1.78307
104,1/3/2009,6:40,5.98445
104,1/3/2009,7:00,3.56012
104,1/3/2009,7:20,1.89354
104,1/3/2009,7:40,1.42753
104,1/3/2009,8:00,1.33333
104,1/3/2009,8:20,1.3012
104,1/3/2009,8:40,1.24073
104,1/3/2009,9:00,1.25078
104,1/3/2009,9:20,1.18188
104,1/3/2009,9:40,1.13124
104,1/3/2009,10:00,1.1195
104,1/3/2009,10:20,1.19624
104,1/3/2009,10:40,1.48699
104,1/3/2009,11:00,1.38705
104,1/3/2009,11:20,1.54441
104,1/3/2009,11:40,1.57294
104,1/3/2009,12:00,1.54327
104,1/3/2009,12:20,1.32134
104,1/3/2009,12:40,1.27015
104,1/3/2009,13:00,1.00766
104,1/3/2009,13:20,0.78709
104,1/3/2009,13:40,0.81375
104,1/3/2009,14:00,0.95068
104,1/3/2009,14:20,1.27276
104,1/3/2009,14:40,1.0293
104,1/3/2009,15:00,1.10935
104,1/3/2009,15:20,1.41321
104,1/3/2009,15:40,1.02487
104,1/3/2009,16:00,1.73615
104,1/3/2009,16:20,1.89763
104,1/3/2009,16:40,1.98693
104,1/3/2009,17:00,1.31426
104,1/3/2009,17:20,1.26877
104,1/3/2009,17:40,2.53838
104,1/3/2009,18:00,1.72789
104,1/3/2009,18:20,2.08462
104,1/3/2009,18:40,1.8891
104,1/3/2009,19:00,2.6691
104,1/3/2009,19:20,7.3674
104,1/3/2009,19:40,9.08434
104,1/3/2009,20:00,13.17815
104,1/3/2009,20:20,12.63541
104,1/3/2009,20:40,7.164
104,1/3/2009,21:00,13.71356
104,1/3/2009,21:20,10.51122
104,1/3/2009,21:40,8.02939
104,1/3/2009,22:00,6.74021
104,1/3/2009,22:20,1.78957
104,1/3/2009,22:40,1.41632
104,1/3/2009,23:00,1.68845
104,1/3/2009,23:20,1.67509
104,1/3/2009,23:40,2.4945
104,1/4/2009,0:00,1.37757
104,1/4/2009,0:20,1.61268
104,1/4/2009,0:40,2.00332
104,1/4/2009,1:00,1.88508
104,1/4/2009,1:20,2.84409
104,1/4/2009,1:40,2.62556
104,1/4/2009,2:00,2.96671
104,1/4/2009,2:20,2.17412
104,1/4/2009,2:40,2.052
104,1/4/2009,3:00,2.36618
104,1/4/2009,3:20,2.61662
104,1/4/2009,3:40,2.94682
104,1/4/2009,4:00,3.57438
104,1/4/2009,4:20,3.18527
104,1/4/2009,4:40,3.38147
104,1/4/2009,5:00,3.59816
104,1/4/2009,5:20,2.8853
104,1/4/2009,5:40,2.47873
104,1/4/2009,6:00,2.21164
104,1/4/2009,6:20,1.36465
104,1/4/2009,6:40,1.25181
104,1/4/2009,7:00,1.72328
104,1/4/2009,7:20,1.75378
104,1/4/2009,7:40,1.64039
104,1/4/2009,8:00,1.37927
104,1/4/2009,8:20,1.16367
104,1/4/2009,8:40,1.15494
104,1/4/2009,9:00,1.07013
104,1/4/2009,9:20,0.77438
104,1/4/2009,9:40,0.73675
104,1/4/2009,10:00,0.5669
104,1/4/2009,10:20,0.7255
104,1/4/2009,10:40,0.69058
104,1/4/2009,11:00,0.73525
104,1/4/2009,11:20,0.51278
104,1/4/2009,11:40,0.74992
104,1/4/2009,12:00,0.59205
104,1/4/2009,12:20,0.62663
104,1/4/2009,12:40,0.65659
104,1/4/2009,13:00,0.60285
104,1/4/2009,13:20,0.44415
104,1/4/2009,13:40,0.48939
104,1/4/2009,14:00,0.60467
104,1/4/2009,14:20,0.78621
104,1/4/2009,14:40,0.91977
104,1/4/2009,15:00,0.5743
104,1/4/2009,15:20,0.45212
104,1/4/2009,15:40,0.38011
104,1/4/2009,16:00,0.4027
104,1/4/2009,16:20,0.25706
104,1/4/2009,16:40,0.25867
104,1/4/2009,17:00,0.42768
104,1/4/2009,17:20,0.53561
104,1/4/2009,17:40,6.64302
104,1/4/2009,18:00,0.79814
104,1/4/2009,18:20,6.64969
104,1/4/2009,18:40,3.78434
104,1/4/2009,19:00,1.00066
104,1/4/2009,19:20,10.79373
104,1/4/2009,19:40,5.64122
104,1/4/2009,20:00,9.85933
104,1/4/2009,20:20,7.168
104,1/4/2009,20:40,4.61321
104,1/4/2009,21:00,0.5516
104,1/4/2009,21:20,0.5352
104,1/4/2009,21:40,0.36063
104,1/4/2009,22:00,0.52313
104,1/4/2009,22:20,0.12762
104,1/4/2009,22:40,0.25469
104,1/4/2009,23:00,0.11527
104,1/4/2009,23:20,0.12477
104,1/4/2009,23:40,0.43896
104,1/5/2009,0:00,0.52866
104,1/5/2009,0:20,0.09273
104,1/5/2009,0:40,0.17671
104,1/5/2009,1:00,0.24023
104,1/5/2009,1:20,0.99881
104,1/5/2009,1:40,1.66712
104,1/5/2009,2:00,1.36402
104,1/5/2009,2:20,1.19023
104,1/5/2009,2:40,1.82421
104,1/5/2009,3:00,1.83048
104,1/5/2009,3:20,1.34021
104,1/5/2009,3:40,0.9899
104,1/5/2009,4:00,1.39664
104,1/5/2009,4:20,0.93281
104,1/5/2009,4:40,1.75293
104,1/5/2009,5:00,2.36161
104,1/5/2009,5:20,0.65497
104,1/5/2009,5:40,0.99654
104,1/5/2009,6:00,0.77061
104,1/5/2009,6:20,1.16076
104,1/5/2009,6:40,1.60115
104,1/5/2009,7:00,1.61751
104,1/5/2009,7:20,1.19888
104,1/5/2009,7:40,1.37842
104,1/5/2009,8:00,1.16037
104,1/5/2009,8:20,0.73109
104,1/5/2009,8:40,0.46691
104,1/5/2009,9:00,1.35188
104,1/5/2009,9:20,1.40779
104,1/5/2009,9:40,0.98696
104,1/5/2009,10:00,1.503
104,1/5/2009,10:20,0.6654
104,1/5/2009,10:40,0.77783
104,1/5/2009,11:00,0.74258
104,1/5/2009,11:20,0.71443
104,1/5/2009,11:40,0.72588
104,1/5/2009,12:00,0.80145
104,1/5/2009,12:20,0.86337
104,1/5/2009,12:40,0.8284
104,1/5/2009,13:00,0.93483
104,1/5/2009,13:20,0.72599
104,1/5/2009,13:40,0.94215
104,1/5/2009,14:00,0.93885
104,1/5/2009,14:20,1.01605
104,1/5/2009,14:40,1.24589
104,1/5/2009,15:00,0.87515
104,1/5/2009,15:20,1.05528
104,1/5/2009,15:40,1.06018
104,1/5/2009,16:00,1.24251
104,1/5/2009,16:20,1.14147
104,1/5/2009,16:40,1.23046
104,1/5/2009,17:00,1.4565
104,1/5/2009,17:20,1.18373
104,1/5/2009,17:40,1.18316
104,1/5/2009,18:00,1.38299
104,1/5/2009,18:20,1.564
104,1/5/2009,18:40,1.47114
104,1/5/2009,19:00,1.42689
104,1/5/2009,19:20,1.45362
104,1/5/2009,19:40,1.3586
104,1/5/2009,20:00,1.43256
104,1/5/2009,20:20,1.72309
104,1/5/2009,20:40,1.35061
104,1/5/2009,21:00,1.42186
104,1/5/2009,21:20,1.47427
104,1/5/2009,21:40,1.38305
104,1/5/2009,22:00,1.5709
104,1/5/2009,22:20,1.53975
104,1/5/2009,22:40,2.36336
104,1/5/2009,23:00,1.58697
104,1/5/2009,23:20,1.71122
104,1/5/2009,23:40,1.57136
104,1/6/2009,0:00,2.02772
104,1/6/2009,0:20,2.22895
104,1/6/2009,0:40,3.10621
104,1/6/2009,1:00,3.55387
104,1/6/2009,1:20,3.95103
104,1/6/2009,1:40,5.24292
104,1/6/2009,2:00,5.46009
104,1/6/2009,2:20,5.08594
104,1/6/2009,2:40,4.71613
104,1/6/2009,3:00,4.82219
104,1/6/2009,3:20,5.37702
104,1/6/2009,3:40,6.22717
104,1/6/2009,4:00,5.32334
104,1/6/2009,4:20,6.19117
104,1/6/2009,4:40,9.72178
104,1/6/2009,5:00,11.95248
104,1/6/2009,5:20,3.21373
104,1/6/2009,5:40,3.86504
104,1/6/2009,6:00,4.83406
104,1/6/2009,6:20,7.94008
104,1/6/2009,6:40,9.05422
104,1/6/2009,7:00,9.01561
104,1/6/2009,7:20,3.07611
104,1/6/2009,7:40,3.95751
104,1/6/2009,8:00,2.25453
104,1/6/2009,8:20,2.35368
104,1/6/2009,8:40,2.91877
104,1/6/2009,9:00,2.272
104,1/6/2009,9:20,1.83867
104,1/6/2009,9:40,2.20858
104,1/6/2009,10:00,1.8542
104,1/6/2009,10:20,1.46781
104,1/6/2009,10:40,1.36288
104,1/6/2009,11:00,1.40165
104,1/6/2009,11:20,1.55522
104,1/6/2009,11:40,1.16714
104,1/6/2009,12:00,1.16822
104,1/6/2009,12:20,1.16082
104,1/6/2009,12:40,1.175
104,1/6/2009,13:00,1.14382
104,1/6/2009,13:20,1.12905
104,1/6/2009,13:40,0.89836
104,1/6/2009,14:00,1.05684
104,1/6/2009,14:20,1.03221
104,1/6/2009,14:40,1.10433
104,1/6/2009,15:00,1.02259
104,1/6/2009,15:20,0.85447
104,1/6/2009,15:40,0.91077
104,1/6/2009,16:00,0.98481
104,1/6/2009,16:20,0.85192
104,1/6/2009,16:40,0.84972
104,1/6/2009,17:00,0.76714
104,1/6/2009,17:20,0.90461
104,1/6/2009,17:40,0.86905
104,1/6/2009,18:00,0.87147
104,1/6/2009,18:20,0.96438
104,1/6/2009,18:40,0.83151
104,1/6/2009,19:00,0.8949
104,1/6/2009,19:20,0.92166
104,1/6/2009,19:40,0.94186
104,1/6/2009,20:00,0.8374
104,1/6/2009,20:20,0.81248
104,1/6/2009,20:40,0.77801
104,1/6/2009,21:00,0.78455
104,1/6/2009,21:20,0.82115
104,1/6/2009,21:40,0.62372
104,1/6/2009,22:00,0.65184
104,1/6/2009,22:20,0.81286
104,1/6/2009,22:40,0.97799
104,1/6/2009,23:00,0.93448
104,1/6/2009,23:20,0.67796
104,1/6/2009,23:40,0.73317
104,1/7/2009,0:00,0.76158
104,1/7/2009,0:20,0.8876
104,1/7/2009,0:40,0.69342
104,1/7/2009,1:00,0.62147
104,1/7/2009,1:20,0.51942
104,1/7/2009,1:40,0.46198
104,1/7/2009,2:00,0.44581
104,1/7/2009,2:20,0.33364
104,1/7/2009,2:40,0.22805
104,1/7/2009,3:00,0.35408
104,1/7/2009,3:20,0.60784
104,1/7/2009,3:40,0.84411
104,1/7/2009,4:00,0.70049
104,1/7/2009,4:20,0.4595
104,1/7/2009,4:40,0.2248
104,1/7/2009,5:00,0.66347
104,1/7/2009,5:20,0.83248
104,1/7/2009,5:40,0.89099
104,1/7/2009,6:00,0.74544
104,1/7/2009,6:20,0.48527
104,1/7/2009,6:40,0.5673
104,1/7/2009,7:00,1.00493
104,1/7/2009,7:20,0.85254
104,1/7/2009,7:40,0.52262
104,1/7/2009,8:00,0.64266
104,1/7/2009,8:20,0.82946
104,1/7/2009,8:40,1.01436
104,1/7/2009,9:00,1.26
104,1/7/2009,9:20,0.84279
104,1/7/2009,9:40,1.2597
104,1/7/2009,10:00,0.99812
104,1/7/2009,10:20,1.56171
104,1/7/2009,10:40,1.60165
104,1/7/2009,11:00,1.52638
104,1/7/2009,11:20,1.69983
104,1/7/2009,11:40,1.7403
104,1/7/2009,12:00,3.83018
104,1/7/2009,12:20,4.25894
104,1/7/2009,12:40,3.1705
104,1/7/2009,13:00,4.26115
104,1/7/2009,13:20,6.10357
104,1/7/2009,13:40,5.18699
104,1/7/2009,14:00,2.44648
104,1/7/2009,14:20,1.24104
104,1/7/2009,14:40,1.54589
104,1/7/2009,15:00,1.57542
104,1/7/2009,15:20,0.55026
104,1/7/2009,15:40,1.69143
104,1/7/2009,16:00,2.18183
104,1/7/2009,16:20,2.21052
104,1/7/2009,16:40,1.99379
104,1/7/2009,17:00,2.24173
104,1/7/2009,17:20,6.20012
104,1/7/2009,17:40,24.96188
104,1/7/2009,18:00,21.99158
104,1/7/2009,18:20,12.73043
104,1/7/2009,18:40,23.49685
104,1/7/2009,19:00,17.06566
104,1/7/2009,19:20,12.45776
104,1/7/2009,19:40,25.94563
104,1/7/2009,20:00,20.41204
104,1/7/2009,20:20,23.69977
104,1/7/2009,20:40,13.62688
104,1/7/2009,21:00,9.40133
104,1/7/2009,21:20,5.08039
104,1/7/2009,21:40,4.94516
104,1/7/2009,22:00,4.46175
104,1/7/2009,22:20,3.06979
104,1/7/2009,22:40,2.56551
104,1/7/2009,23:00,2.1918
104,1/7/2009,23:20,1.52517
104,1/7/2009,23:40,1.70201
104,1/8/2009,0:00,1.066
104,1/8/2009,0:20,0.33085
104,1/8/2009,0:40,0.17531
104,1/8/2009,1:00,0.94054
104,1/8/2009,1:20,1.36052
104,1/8/2009,1:40,2.07895
104,1/8/2009,2:00,3.62595
104,1/8/2009,2:20,6.13774
104,1/8/2009,2:40,5.76814
104,1/8/2009,3:00,15.07246
104,1/8/2009,3:20,20.8925
104,1/8/2009,3:40,18.25524
104,1/8/2009,4:00,12.4497
104,1/8/2009,4:20,9.49426
104,1/8/2009,4:40,11.72458
104,1/8/2009,5:00,1.687
104,1/8/2009,5:20,1.03081
104,1/8/2009,5:40,0.9908
104,1/8/2009,6:00,1.36845
104,1/8/2009,6:20,1.86169
104,1/8/2009,6:40,9.43886
104,1/8/2009,7:00,11.12673
104,1/8/2009,7:20,2.92651
104,1/8/2009,7:40,0.73538
104,1/8/2009,8:00,0.79396
104,1/8/2009,8:20,0.68053
104,1/8/2009,8:40,0.50576
104,1/8/2009,9:00,0.24687
104,1/8/2009,9:20,0.48268
104,1/8/2009,9:40,0.31007
104,1/8/2009,10:00,0.58067
104,1/8/2009,10:20,0.76034
104,1/8/2009,10:40,0.90879
104,1/8/2009,11:00,0.64385
104,1/8/2009,11:20,0.34384
104,1/8/2009,11:40,0.28245
104,1/8/2009,12:00,0.34815
104,1/8/2009,12:20,0.31523
104,1/8/2009,12:40,0.2648
104,1/8/2009,13:00,0.17188
104,1/8/2009,13:20,0.11156
104,1/8/2009,13:40,0.28633
104,1/8/2009,14:00,0.4893
104,1/8/2009,14:20,0.65092
104,1/8/2009,14:40,0.7024
104,1/8/2009,15:00,0.69113
104,1/8/2009,15:20,0.54806
104,1/8/2009,15:40,0.56228
104,1/8/2009,16:00,1.08369
104,1/8/2009,16:20,1.27027
104,1/8/2009,16:40,1.24833
104,1/8/2009,17:00,1.37106
104,1/8/2009,17:20,1.36746
104,1/8/2009,17:40,1.09727
104,1/8/2009,18:00,1.41183
104,1/8/2009,18:20,1.12462
104,1/8/2009,18:40,0.94374
104,1/8/2009,19:00,1.38135
104,1/8/2009,19:20,1.33309
104,1/8/2009,19:40,0.63861
104,1/8/2009,20:00,0.68517
104,1/8/2009,20:20,0.87013
104,1/8/2009,20:40,0.60042
104,1/8/2009,21:00,0.46471
104,1/8/2009,21:20,0.69463
104,1/8/2009,21:40,0.56415
104,1/8/2009,22:00,0.64057
104,1/8/2009,22:20,0.53447
104,1/8/2009,22:40,0.73179
104,1/8/2009,23:00,0.80988
104,1/8/2009,23:20,0.73337
104,1/8/2009,23:40,0.58752
104,1/9/2009,0:00,0.4378
104,1/9/2009,0:20,0.45202
104,1/9/2009,0:40,0.65704
104,1/9/2009,1:00,0.63287
104,1/9/2009,1:20,1.00019
104,1/9/2009,1:40,0.8187
104,1/9/2009,2:00,1.08732
104,1/9/2009,2:20,1.09745
104,1/9/2009,2:40,1.15664
104,1/9/2009,3:00,0.50492
104,1/9/2009,3:20,0.62415
104,1/9/2009,3:40,0.36585
104,1/9/2009,4:00,0.62408
104,1/9/2009,4:20,1.45482
104,1/9/2009,4:40,1.11208
104,1/9/2009,5:00,1.67713
104,1/9/2009,5:20,1.81916
104,1/9/2009,5:40,2.01442
104,1/9/2009,6:00,1.96255
104,1/9/2009,6:20,1.61074
104,1/9/2009,6:40,1.67983
104,1/9/2009,7:00,2.35548
104,1/9/2009,7:20,3.29607
104,1/9/2009,7:40,3.05476
104,1/9/2009,8:00,1.94985
104,1/9/2009,8:20,1.62135
104,1/9/2009,8:40,1.55276
104,1/9/2009,9:00,2.13906
104,1/9/2009,9:20,2.84914
104,1/9/2009,9:40,2.43003
104,1/9/2009,10:00,1.68954
104,1/9/2009,10:20,1.88426
104,1/9/2009,10:40,1.84695
104,1/9/2009,11:00,1.73778
104,1/9/2009,11:20,1.16944
104,1/9/2009,11:40,1.88422
104,1/9/2009,12:00,1.46427
104,1/9/2009,12:20,1.47961
104,1/9/2009,12:40,2.27893
104,1/9/2009,13:00,2.58585
104,1/9/2009,13:20,2.08771
104,1/9/2009,13:40,2.07888
104,1/9/2009,14:00,2.13073
104,1/9/2009,14:20,2.36087
104,1/9/2009,14:40,2.71639
104,1/9/2009,15:00,3.08486
104,1/9/2009,15:20,3.2931
104,1/9/2009,15:40,4.66702
104,1/9/2009,16:00,1.65223
104,1/9/2009,16:20,1.56637
104,1/9/2009,16:40,2.43443
104,1/9/2009,17:00,1.07275
104,1/9/2009,17:20,1.00193
104,1/9/2009,17:40,1.38107
104,1/9/2009,18:00,3.43726
104,1/9/2009,18:20,9.2898
104,1/9/2009,18:40,4.29878
104,1/9/2009,19:00,2.88165
104,1/9/2009,19:20,1.55001
104,1/9/2009,19:40,1.58676
104,1/9/2009,20:00,1.6098
104,1/9/2009,20:20,3.19809
104,1/9/2009,20:40,1.06971
104,1/9/2009,21:00,2.34767
104,1/9/2009,21:20,0.91929
104,1/9/2009,21:40,1.08007
104,1/9/2009,22:00,1.01335
104,1/9/2009,22:20,0.82123
104,1/9/2009,22:40,0.85029
104,1/9/2009,23:00,0.81842
104,1/9/2009,23:20,0.87054
104,1/9/2009,23:40,0.79257
104,1/10/2009,0:00,0.6328
104,1/10/2009,0:20,0.59378
104,1/10/2009,0:40,0.56686
104,1/10/2009,1:00,0.82868
104,1/10/2009,1:20,0.84538
104,1/10/2009,1:40,0.85909
104,1/10/2009,2:00,0.89034
104,1/10/2009,2:20,0.79945
104,1/10/2009,2:40,0.8752
104,1/10/2009,3:00,0.6723
104,1/10/2009,3:20,0.81913
104,1/10/2009,3:40,0.84929
104,1/10/2009,4:00,1.00602
104,1/10/2009,4:20,0.94148
104,1/10/2009,4:40,0.86679
104,1/10/2009,5:00,0.59909
104,1/10/2009,5:20,0.993
104,1/10/2009,5:40,0.96004
104,1/10/2009,6:00,1.10193
104,1/10/2009,6:20,0.85126
104,1/10/2009,6:40,0.63872
104,1/10/2009,7:00,0.78009
104,1/10/2009,7:20,0.94344
104,1/10/2009,7:40,0.97196
104,1/10/2009,8:00,0.94501
104,1/10/2009,8:20,0.9038
104,1/10/2009,8:40,0.70443
104,1/10/2009,9:00,0.40921
104,1/10/2009,9:20,0.52203
104,1/10/2009,9:40,2.60126
104,1/10/2009,10:00,3.11667
104,1/10/2009,10:20,1.61596
104,1/10/2009,10:40,1.21995
104,1/10/2009,11:00,1.17159
104,1/10/2009,11:20,1.30011
104,1/10/2009,11:40,1.38576
104,1/10/2009,12:00,2.19783
104,1/10/2009,12:20,1.35331
104,1/10/2009,12:40,1.63287
104,1/10/2009,13:00,1.20524
104,1/10/2009,13:20,0.76551
104,1/10/2009,13:40,0.66111
104,1/10/2009,14:00,0.70968
104,1/10/2009,14:20,0.55775
104,1/10/2009,14:40,0.633
104,1/10/2009,15:00,0.57335
104,1/10/2009,15:20,0.67906
104,1/10/2009,15:40,0.5972
104,1/10/2009,16:00,0.67654
104,1/10/2009,16:20,1.16681
104,1/10/2009,16:40,0.94321
104,1/10/2009,17:00,1.20496
104,1/10/2009,17:20,1.40739
104,1/10/2009,17:40,1.65297
104,1/10/2009,18:00,1.71861
104,1/10/2009,18:20,1.66146
104,1/10/2009,18:40,1.29055
104,1/10/2009,19:00,1.193
104,1/10/2009,19:20,1.21113
104,1/10/2009,19:40,1.15396
104,1/10/2009,20:00,1.26932
104,1/10/2009,20:20,1.29155
104,1/10/2009,20:40,1.27175
104,1/10/2009,21:00,1.17832
104,1/10/2009,21:20,1.03375
104,1/10/2009,21:40,1.11617
104,1/10/2009,22:00,0.87626
104,1/10/2009,22:20,0.69268
104,1/10/2009,22:40,0.88499
104,1/10/2009,23:00,0.93827
104,1/10/2009,23:20,1.21496
104,1/10/2009,23:40,1.4183
104,1/11/2009,0:00,1.18826
104,1/11/2009,0:20,0.7469
104,1/11/2009,0:40,0.78645
104,1/11/2009,1:00,0.7658
104,1/11/2009,1:20,0.88531
104,1/11/2009,1:40,0.69897
104,1/11/2009,2:00,0.66621
104,1/11/2009,2:20,0.80689
104,1/11/2009,2:40,0.88878
104,1/11/2009,3:00,0.88792
104,1/11/2009,3:20,1.00084
104,1/11/2009,3:40,0.89475
104,1/11/2009,4:00,0.92576
104,1/11/2009,4:20,1.05107
104,1/11/2009,4:40,1.76789
104,1/11/2009,5:00,1.45535
104,1/11/2009,5:20,3.59498
104,1/11/2009,5:40,3.54663
104,1/11/2009,6:00,6.26327
104,1/11/2009,6:20,2.61391
104,1/11/2009,6:40,1.64027
104,1/11/2009,7:00,2.10619
104,1/11/2009,7:20,3.25861
104,1/11/2009,7:40,4.07508
104,1/11/2009,8:00,2.44017
104,1/11/2009,8:20,2.70299
104,1/11/2009,8:40,2.80586
104,1/11/2009,9:00,3.0838
104,1/11/2009,9:20,2.96281
104,1/11/2009,9:40,2.419
104,1/11/2009,10:00,2.46465
104,1/11/2009,10:20,4.40354
104,1/11/2009,10:40,5.24168
104,1/11/2009,11:00,2.89878
104,1/11/2009,11:20,1.28698
104,1/11/2009,11:40,1.29853
104,1/11/2009,12:00,1.46349
104,1/11/2009,12:20,1.38701
104,1/11/2009,12:40,1.3419
104,1/11/2009,13:00,1.3944
104,1/11/2009,13:20,1.54754
104,1/11/2009,13:40,1.338
104,1/11/2009,14:00,1.46777
104,1/11/2009,14:20,1.29393
104,1/11/2009,14:40,1.27358
104,1/11/2009,15:00,1.37063
104,1/11/2009,15:20,1.27848
104,1/11/2009,15:40,1.28561
104,1/11/2009,16:00,1.1962
104,1/11/2009,16:20,1.16233
104,1/11/2009,16:40,1.32323
104,1/11/2009,17:00,1.15268
104,1/11/2009,17:20,0.93922
104,1/11/2009,17:40,0.97083
104,1/11/2009,18:00,0.84042
104,1/11/2009,18:20,1.02136
104,1/11/2009,18:40,1.00704
